X,Y,OBJECTID,vendor_number,name,dba,address_1,address_2,address_city,address_state,address_zip,start_date,exp_date,entity,business_type,cbe_mbe,cbe_wbe,cbe_dbe,dvbe,in_lac,sup_dist,spa
6410157.11033981,1926788.17425889,187,56801,SHIRLEY R. FORSYTH AGENCY,,11862 BALBOA BOULEVARD,SUITE 344,GRANADA HILLS,CA,91344,2020/10/04 00:00:00+00,2022/05/07 00:00:00+00,Sole Proprietorships,Services,No,Yes,No,No,Yes,District 3,SPA 2 - San Fernando
6446205.1661963,1787146.71732189,188,166365,"INFRASTRUCTURE FACTOR CONSULTING, INC.",,2361 ROSECRANS AVENUE,SUITE 368,EL SEGUNDO,CA,90245,2021/01/10 00:00:00+00,2022/11/30 00:00:00+00,Corporation,Services,No,Yes,Yes,No,Yes,District 2,SPA 8 - South Bay
6482384.65453272,1838300.10090731,189,158627,"AESA, INC",,1000 S. HOPE STREET,SUITE 429,THOUSAND OAKS,CA,90015,2019/11/25 00:00:00+00,2021/11/25 00:00:00+00,Corporation,Services,Yes,Yes,Yes,No,Yes,District 1,SPA 4 - Metro
6370595.12975264,1985308.40826806,190,171038,"INTELLIGENT FIRE SYSTEMS & SOLUTIONS, INC.",,29033 AVENUE SHERMAN,SUITE 213,VALENCIA,CA,91355,2020/07/20 00:00:00+00,2022/07/31 00:00:00+00,Corporation,Services,Yes,No,No,No,Yes,District 5,SPA 2 - San Fernando
6466721.11794648,1721617.34313156,191,134793,J.P. COOKE CO,,1536 WEST 25TH STREET,SUITE 307,SAN PEDRO,CA,90732-4415,2020/01/16 00:00:00+00,2022/03/18 00:00:00+00,Corporation,Manufacturing,No,No,No,Yes,Yes,District 4,SPA 8 - South Bay
6449596.60757613,1803304.3090224,192,174588,BARRAGAN & SATZMAN LLP,,9800 S. LA CIENEGA BLVD,SUITE 908,INGLEWOOD,CA,90301,2020/03/18 00:00:00+00,2022/03/18 00:00:00+00,Partnerships,Services,No,Yes,No,No,Yes,District 2,SPA 8 - South Bay
6443336.56629047,1793914.95509773,193,176428,"MCCASLIN & ASSOCIATES ARCHITECTS, INC.",,400 CONTINENTAL BLVD.,SUITE 600,EL SEGUNDO,CA,90245,2020/12/01 00:00:00+00,2021/11/30 00:00:00+00,Corporation,Services,No,No,No,Yes,Yes,District 2,SPA 8 - South Bay
6441777.84138955,1773525.15434198,194,176774,MUGENKIOKU CORPORATION,,703 PIER AVENUE,SUITE B306,HERMOSA BEACH,CA,90254-3949,2019/11/19 00:00:00+00,2021/11/19 00:00:00+00,,,Yes,Yes,Yes,No,Yes,District 2,SPA 8 - South Bay
6390610.05724239,1907328.23023923,195,47964,IMAGING PRODUCTS INTERNATIONAL INC,,19849 NORDHOFF ST,SUITE 300,NORTHRIDGE,CA,91324,2020/10/19 00:00:00+00,2022/08/31 00:00:00+00,Corporation,Retail,No,Yes,No,No,Yes,District 3,SPA 2 - San Fernando
6494713.57410055,1895893.68355456,196,196745,TYRONE D. WASHINGTON,,3481 STANCREST DR,UNIT 114,GLENDALE,CA,91208-1335,2020/07/20 00:00:00+00,2023/05/08 00:00:00+00,Sole Proprietorships,Services,Yes,No,No,No,Yes,District 5,SPA 2 - San Fernando
6476132.68442513,1845706.2931159,197,177609,TL VETERANS CONSTRUCTION INC,,520 S LA FAYETTE PARK PL,UNIT 101,LOS ANGELES,CA,90057-5402,2021/07/09 00:00:00+00,2023/05/31 00:00:00+00,Corporation,Contractors / Construction,No,No,No,Yes,Yes,District 1,SPA 4 - Metro
6398811.65927747,1840572.77615198,198,193786,GEOSI,,16169 W SUNSET BLVD,UNIT 206,PACIFIC PLSDS,CA,90272-3418,2019/11/25 00:00:00+00,2021/11/25 00:00:00+00,Corporation,Services,No,Yes,No,No,Yes,District 3,SPA 5 - West
6420794.64090197,1882754.52479357,199,193512,MARK E MURDOCK,BRIDGEHAMPTON STRATEGY ADVISORS,15233 MAGNOLIA BLVD,UNIT 303,SHERMAN OAKS,CA,91403-1145,2019/11/25 00:00:00+00,2021/07/31 00:00:00+00,Sole Proprietorships,Services,No,No,No,Yes,Yes,District 3,SPA 2 - San Fernando
6428451.49435464,1806529.24384548,200,195123,HD STRUCTURAL CO.,,8710 DELGANY AVE,UNIT 3,PLAYA DEL REY,CA,90293-6104,2020/05/13 00:00:00+00,2022/05/13 00:00:00+00,Corporation,Services,No,Yes,No,No,Yes,District 2,SPA 5 - West
6486004.2657318,1840222.87166806,201,201502,"BITAR ENTERPRISES, LLC",,424 S BROADWAY,UNIT 1006,LOS ANGELES,CA,90013-1146,2021/05/06 00:00:00+00,2023/02/28 00:00:00+00,Limited Liability Company,Services,No,No,No,Yes,Yes,District 1,SPA 4 - Metro
6440901.76735431,1844991.8870644,202,196980,CHRISTINA LE WELLNESS,,312 S BEVERLY DR,UNIT 3043,BEVERLY HILLS,CA,90212-1948,2020/07/24 00:00:00+00,2022/07/24 00:00:00+00,Sole Proprietorships,Services,Yes,Yes,No,No,Yes,District 3,SPA 5 - West
6515740.85225588,1821531.95399748,203,171570,H-D SPECIALTY GROUPS INC,COATINGS HUB,5913 E. WASHINGTON BLVD,,COMMERCE,CA,90040-2412,2019/09/16 00:00:00+00,2021/09/16 00:00:00+00,Corporation,Retail,Yes,Yes,Yes,No,Yes,District 4,SPA 7 - East
6512180.52276239,1839153.7845674,204,123894,"SAFETYVIBE, INC.",,2530 CORPORATE PLACE,UNIT A105,MONTEREY PARK,CA,91754,2019/08/12 00:00:00+00,2021/08/12 00:00:00+00,,,No,Yes,Yes,No,Yes,District 1,SPA 3 - San Gabriel
6580160.4573403,1855410.1359129,205,129877,TRI-STAR SAFETY SERVICES INC.,,1611 W SAN BERNARDINO RD,UNIT A,COVINA,CA,91722,2021/07/18 00:00:00+00,2023/07/31 00:00:00+00,Corporation,Transportation,Yes,Yes,Yes,No,Yes,District 1,SPA 3 - San Gabriel
6446406.25109597,1774323.91914864,206,181815,"ILANCO ENVIRONMENTAL, LLC",,1817 HARRIMAN LN.,UNIT B,REDONDO BEACH,CA,90278,2020/07/31 00:00:00+00,2022/10/31 00:00:00+00,,,No,Yes,No,No,Yes,District 2,SPA 8 - South Bay
6416314.63444205,1821960.11751123,207,199062,"GLADEO LABS, INC.",,3110 MAIN ST,BLDG C,SANTA MONICA,CA,90405-0001,2021/06/03 00:00:00+00,2023/06/30 00:00:00+00,Corporation,Services,Yes,Yes,No,No,Yes,District 3,SPA 5 - West
6448619.92350589,1777929.10288315,208,188801,EUGENIE LEWIS,EUGENIE LEWIS LCSW,2202 CURTIS AVE,UNIT B,REDONDO BEACH,CA,90278-2006,2020/05/13 00:00:00+00,2022/05/13 00:00:00+00,Sole Proprietorships,Services,No,Yes,No,No,Yes,District 2,SPA 8 - South Bay
6484913.95229563,1838182.27273089,209,194866,ISELL DISTRIBUTION LLC,,756 S SPRING ST,UNIT 303,LOS ANGELES,CA,90014-2951,2020/05/13 00:00:00+00,2022/05/13 00:00:00+00,Limited Liability Company,Wholesale,Yes,No,No,No,Yes,District 1,SPA 4 - Metro
6422526.18041788,1816822.16420448,210,195540,APRIL M BARNES,KOOL KIDS,578 WASHINGTON BLVD # 378,,MARINA DL REY,CA,90292-5421,2020/12/09 00:00:00+00,2022/12/31 00:00:00+00,Sole Proprietorships,Services,Yes,Yes,No,No,Yes,District 3,SPA 5 - West
6503081.19909756,1739475.79658781,211,182136,METIER GROUP INC.,,115 W 4TH ST,UNIT 407,LONG BEACH,CA,90802-2373,2020/09/11 00:00:00+00,2022/09/30 00:00:00+00,,,Yes,Yes,Yes,No,Yes,District 4,SPA 8 - South Bay
6548116.21532655,1784991.08055706,212,16808,"PARADISE PRINTING, INC.",,13474 PUMICE STREET,,NORWALK,CA,90650,2020/05/06 00:00:00+00,2022/05/06 00:00:00+00,Corporation,Services,Yes,No,No,No,Yes,District 4,SPA 7 - East
6518290.70312731,1831950.95743765,213,76,A TO Z GLASS & MIRROR INC,,5821 E BEVERLY BLVD,,LOS ANGELES,CA,90022-2805,2021/01/24 00:00:00+00,2022/08/31 00:00:00+00,Corporation,Contractors / Construction,Yes,Yes,No,No,Yes,District 1,SPA 7 - East
6612230.80724147,1822405.74883781,214,196701,DIAMOND POINTE DINING SERVICES LLC,,21680 GATEWAY CENTER DR,STE 130,DIAMOND BAR,CA,91765-2454,2020/07/07 00:00:00+00,2022/07/07 00:00:00+00,,,Yes,Yes,No,No,Yes,District 1,SPA 3 - San Gabriel
6496345.34806797,1830544.09279731,215,30742,PARAMOUNT MATTRESS INC,,2900 E. OLYMPIC BLVD.,,LOS ANGELES,CA,90023-3414,2020/06/03 00:00:00+00,2022/06/30 00:00:00+00,Corporation,Housing & Lodging,No,No,Yes,No,Yes,District 1,SPA 4 - Metro
6555535.82089414,1778026.43306907,216,43984,CENTURY PAVING INC,,14630 FIRESTONE BLVD.,,LA MIRADA,CA,90638-5915,2021/01/07 00:00:00+00,2023/01/31 00:00:00+00,Corporation,Contractors / Construction,Yes,No,No,No,Yes,District 4,SPA 7 - East
6439461.18296513,1797358.32813223,217,43189,METRO VIDEO SYSTEMS INC,,1220 E. IMPERIAL AVE.,,EL SEGUNDO,CA,90245-2619,2020/08/10 00:00:00+00,2022/08/08 00:00:00+00,Corporation,Retail,Yes,No,No,No,Yes,District 2,SPA 8 - South Bay
6566165.64149797,1837566.38846397,218,3654,"UNITED PUMPING SERVICE, INC.",,14000 E. VALLEY BLVD,,CITY OF INDUSTRY,CA,91746,2020/07/22 00:00:00+00,2023/05/29 00:00:00+00,Corporation,Contractors / Construction,Yes,No,No,No,Yes,District 1,SPA 3 - San Gabriel
6447468.7502833,1815975.49693456,219,52342,LOFTON MASON,EXPRESS REPAIR COMPUTER SVCS,6424 SPRINGPARK AVE.,,LOS ANGELES,CA,90056-2222,2020/09/25 00:00:00+00,2022/09/30 00:00:00+00,Sole Proprietorships,Services,Yes,No,No,No,Yes,District 2,SPA 5 - West
6428364.51552597,1837791.35323714,220,54094,THE SHERIDAN GROUP,,2045 PONTIUS AVE.,,LOS ANGELES,CA,90025-5613,2021/05/05 00:00:00+00,2024/02/17 00:00:00+00,Corporation,Housing & Lodging,No,Yes,No,No,Yes,District 3,SPA 5 - West
6469124.85756156,1841723.90836415,221,51166,"US METRO GROUP, INC.",,3171 W OLYMPIC BLVD # 553,,LOS ANGELES,CA,90006-2670,2019/11/04 00:00:00+00,2021/11/30 00:00:00+00,Corporation,Services,Yes,No,No,No,Yes,District 2,SPA 4 - Metro
6397415.00327814,1980791.17714506,222,51881,FAR EAST LANDSCAPE & MAINTENANCE INC,,27118 COLEBROOK PL,,VALENCIA,CA,91354,2020/01/27 00:00:00+00,2022/01/27 00:00:00+00,Corporation,Landscaping & Gardening,No,No,Yes,No,Yes,District 5,SPA 2 - San Fernando
6518056.69375281,1824926.2595448,223,59165,SOFFA ELECTRIC INC.,,5901 CORVETTE ST.,,CITY OF COMMERCE,CA,90040-1601,2019/11/13 00:00:00+00,2021/11/13 00:00:00+00,Corporation,Retail,No,Yes,No,No,Yes,District 4,SPA 7 - East
6444590.50079048,1817786.97329848,224,60752,SUPERBTECH INC,,5800 HANNUM AVE STE 150,,CULVER CITY,CA,90230,2021/06/27 00:00:00+00,2023/06/30 00:00:00+00,Corporation,Services,Yes,Yes,Yes,No,Yes,District 2,SPA 5 - West
6465997.0754313,1822607.48465481,225,56038,COLEMAN CONSTRUCTION,,1973 W. 48TH STREET,,LOS ANGELES,CA,90062,2019/10/17 00:00:00+00,2021/10/17 00:00:00+00,Corporation,Contractors / Construction,Yes,Yes,No,No,Yes,District 2,SPA 6 - South
6512052.73167938,1864629.02922048,226,62568,"BIOSYS LABORATORIES, INC.",,526 MISSION STREET,,SOUTH PASADENA,CA,91030,2021/07/12 00:00:00+00,2023/06/30 00:00:00+00,Corporation,Health Care,Yes,Yes,No,No,Yes,District 5,SPA 3 - San Gabriel
6485130.16544589,1875820.57704732,227,62337,THE G CREW,,225 E BROADWAY AVE STE 202,,GLENDALE,CA,91205,2020/02/09 00:00:00+00,2021/11/22 00:00:00+00,Corporation,Services,Yes,Yes,Yes,No,Yes,District 5,SPA 2 - San Fernando
6622536.17278555,1867096.83432423,228,101336,ATHENA ENGINEERING INC.,,456 EAST FOOTHILL BOULEVARD,,SAN DIMAS,CA,91773,2020/08/10 00:00:00+00,2022/07/31 00:00:00+00,Corporation,Services,Yes,Yes,No,No,Yes,District 5,SPA 3 - San Gabriel
6574872.69691847,1826744.11220831,229,62747,"MTM CONSTRUCTION, INC.",,16035 PHOENIX DRIVE,,CITY OF INDUSTRY,CA,91745,2021/03/05 00:00:00+00,2023/03/31 00:00:00+00,Corporation,Contractors / Construction,Yes,No,No,No,Yes,District 1,SPA 3 - San Gabriel
6551816.0553678,1775613.46578215,230,105454,CHOICE TECHNICAL SERVICES,,"17517 FABRICA WAY., STE. K",,CERRITOS,CA,90703-7020,2019/03/27 00:00:00+00,2021/10/18 00:00:00+00,Corporation,Services,No,No,No,Yes,Yes,District 4,SPA 7 - East
6455664.11840697,1769090.68355215,231,102317,J D SALES CO INC,,"3547 VOYAGER STREET, #103",,TORRANCE,CA,90503,2020/11/16 00:00:00+00,2022/11/30 00:00:00+00,Corporation,Manufacturing,Yes,No,No,No,Yes,District 4,SPA 8 - South Bay
6453546.36050339,1818567.39102897,232,106207,BROOKS  & SCARPA ARCHITECTS INC,,4611 W SLAUSON AVE,,LOS ANGELES,CA,90043,2020/07/24 00:00:00+00,2022/07/31 00:00:00+00,,,No,Yes,No,No,Yes,District 2,SPA 6 - South
6511095.61974847,1823872.32136397,233,105066,UNISERVE FACILITIES SERVICES CORP,,2363 S ATLANTIC BLVD,,COMMERCE,CA,90040,2021/04/09 00:00:00+00,2023/04/30 00:00:00+00,,,Yes,No,No,No,Yes,District 4,SPA 7 - East
6515867.75193647,1875712.10613565,234,107413,JCE STRUCTURAL ENGINEERING GROUP INC,,35 HUGUS ALLEY STE 211,,PASADENA,CA,91103,2020/08/15 00:00:00+00,2022/07/31 00:00:00+00,Corporation,Services,Yes,No,Yes,No,Yes,District 5,SPA 3 - San Gabriel
6440620.5021688,1785245.53936572,235,108008,MITCH WARD,,"2910 N. ARDMORE AVE., # 21",,MANHATTAN BEACH,CA,90266-2421,2020/07/20 00:00:00+00,2022/07/31 00:00:00+00,Sole Proprietorships,Services,Yes,No,Yes,No,Yes,District 2,SPA 8 - South Bay
6463295.91515122,1766531.43473364,236,105607,ALOHA ISLAND CABLE,,2281 W. 205TH ST.,,TORRANCE,CA,90501-1450,2020/09/06 00:00:00+00,2022/08/31 00:00:00+00,Corporation,Services,Yes,No,Yes,No,Yes,District 4,SPA 8 - South Bay
6612096.79996355,1821538.75155605,237,107361,"LIN CONSULTING, INC",,"21660 COPLEY DR., STE. 270",,DIAMOND BAR,CA,91765-4109,2021/03/28 00:00:00+00,2023/05/27 00:00:00+00,Corporation,Services,Yes,No,Yes,No,Yes,District 1,SPA 3 - San Gabriel
6441875.85169221,1793096.96493581,238,111494,ELEMENT CONSULTING GROUP,,"222 N. SEPULVEDA BLVD., STE. 2000",,EL SEGUNDO,CA,90245-5614,2020/05/06 00:00:00+00,2022/05/06 00:00:00+00,Corporation,Services,Yes,No,No,No,Yes,District 2,SPA 8 - South Bay
6414130.63388881,1901010.60212648,239,112018,HELINET AVIATION SERVICES,,16303 WATERMAN DRIVE,,VAN NUYS,CA,91406,2019/09/24 00:00:00+00,2021/09/24 00:00:00+00,Limited Liability Company,Transportation,No,Yes,No,No,Yes,District 3,SPA 2 - San Fernando
6455376.89850897,1777280.14453539,240,112803,ULTIMATE MAINTENANCESERVICE INC.,,4237 REDONDO BEACH BLVD.,,LAWNDALE,CA,90260-3341,2019/09/30 00:00:00+00,2021/09/30 00:00:00+00,Corporation,Services,Yes,No,Yes,No,Yes,District 2,SPA 8 - South Bay
6475941.72581755,1727470.69592614,241,108137,INFORMATION DESIGN CONSULTANTS,,222 W 6TH ST STE 400,,SAN PEDRO,CA,90731-3345,2019/10/16 00:00:00+00,2021/10/31 00:00:00+00,Corporation,Services,Yes,Yes,Yes,No,Yes,District 4,SPA 8 - South Bay
6426671.8194363,1840098.0681119,242,113361,FRASER COMMUNICATIONS,,1631 PONTIUS AVENUE,,LOS ANGELES,CA,90025,2020/08/04 00:00:00+00,2022/08/31 00:00:00+00,Corporation,Services,No,Yes,No,No,Yes,District 3,SPA 5 - West
6426653.00943455,1808589.28565714,243,115404,SELBERT PERKINS DESIGN,,432 CULVER BLVD.,,PLAYA DEL REY,CA,90293,2019/10/10 00:00:00+00,2021/10/10 00:00:00+00,Corporation,Services,No,Yes,No,No,Yes,District 2,SPA 5 - West
6544596.41823231,1839490.53422198,244,117909,A CAL PEST CONTROL SERVICES INC,,1523 POTRERO AVE,,S EL MONTE,CA,91733,2020/03/19 00:00:00+00,2022/03/19 00:00:00+00,Corporation,Services,Yes,No,No,No,Yes,District 1,SPA 3 - San Gabriel
6446206.83384389,1833601.71791564,245,120105,HORTON LEES BROGDEN LIGHTING,,8580 WASHINGTON BLVD,,CULVER CITY,CA,90232-7463,2021/01/19 00:00:00+00,2023/11/25 00:00:00+00,,,No,Yes,Yes,No,Yes,District 2,SPA 5 - West
6603796.18729971,1848002.59593798,246,118419,"HULS ENVIRONMENTAL MANAGEMENT,LLC",,"1074 PARK VIEW DR., STE. 105",,COVINA,CA,91724-3749,2021/01/20 00:00:00+00,2023/01/31 00:00:00+00,,,No,No,Yes,No,Yes,District 1,SPA 3 - San Gabriel
6468736.3396378,1844895.59821498,247,120064,LENAX CONSTRUCTION SERVICES,,3700 WILSHIRE BLVD SUITE 560,,LOS ANGELES,CA,90010-3086,2021/01/24 00:00:00+00,2023/01/31 00:00:00+00,Corporation,Services,No,Yes,Yes,No,Yes,District 2,SPA 4 - Metro
6469788.78766413,1844923.99678023,248,120288,"SIMPSON & SIMPSON MANAGEMENT CONSULTING, INC",,3600 WILSHIRE BLVD STE 1710,,LOS ANGELES,CA,90010-2621,2021/06/07 00:00:00+00,2023/05/31 00:00:00+00,Corporation,Services,No,Yes,No,No,Yes,District 2,SPA 4 - Metro
6517257.18091613,1752300.40479681,249,120193,SUZANNE PATRICK LAWRENCE,ADVISOR BUSINESS SOLUTIONS,3780 KILROY AIRPORT WAY STE 200,,LONG BEACH,CA,90806-2458,2020/09/28 00:00:00+00,2022/09/30 00:00:00+00,Sole Proprietorships,Services,Yes,Yes,No,No,Yes,District 4,SPA 8 - South Bay
6505346.57251956,1760603.56994897,250,111854,R.L. KLEIN & ASSOCIATES,,"3939 ATLANTIC AVE., STE. 100",,LONG BEACH,CA,90807-3529,2020/02/25 00:00:00+00,2022/02/28 00:00:00+00,,,No,No,No,Yes,Yes,District 4,SPA 8 - South Bay
6482938.24266438,1840930.38370448,251,123424,D R CONSULTANTS & DESIGNERS INC,,915 WILSHIRE BLVD STE 1725,,LOS ANGELES,CA,90017-3486,2020/05/06 00:00:00+00,2022/05/06 00:00:00+00,Corporation,Services,No,Yes,Yes,No,Yes,District 1,SPA 4 - Metro
6464060.02714005,1844968.4087649,252,123762,OCEAN SIDE HOME HEALTH  SERVICES INC,,"4322 WILSHIRE BOULEVARD, SUITE 208",,LOS ANGELES,CA,90010,2021/07/13 00:00:00+00,2023/07/31 00:00:00+00,,,Yes,No,No,No,Yes,District 2,SPA 4 - Metro
6428465.98973247,1820394.63540597,253,126724,WAKING STATE DESIGN,,4023 ALLA RD.,,LOS ANGELES,CA,90066-5109,2021/04/24 00:00:00+00,2023/04/30 00:00:00+00,,,No,Yes,Yes,No,Yes,District 2,SPA 5 - West
6454826.46785131,1783025.0680849,254,124946,"M3 SERVICES, INC.",,15342 HAWTHORNE BLVD STE 203,,LAWNDALE,CA,90260-2188,2020/11/13 00:00:00+00,2023/11/05 00:00:00+00,Corporation,Contractors / Construction,Yes,Yes,Yes,No,Yes,District 2,SPA 8 - South Bay
6480738.17357372,1766114.16424273,255,127122,"P.A. ARCA ENGINEERING, INC.",,"500 E. CARSON PLAZA DR., STE. 201",,CARSON,CA,90746-7303,2020/10/09 00:00:00+00,2022/10/31 00:00:00+00,Corporation,Services,Yes,No,Yes,No,Yes,District 2,SPA 8 - South Bay
6615776.90447997,1865573.86427306,256,130307,BUILDING ELECTRONIC CONTROL,,2246 LINDSAY WAY,,GLENDORA,CA,91740,2020/09/25 00:00:00+00,2022/09/30 00:00:00+00,Corporation,Contractors / Construction,No,Yes,No,No,Yes,District 5,SPA 3 - San Gabriel
6389584.4566033,1983740.06658848,257,131921,"IMBER COURT REPORTERS, INC.",,27959 SMYTH DRIVE,,VALENCIA,CA,91355,2020/07/02 00:00:00+00,2022/07/31 00:00:00+00,Corporation,Services,No,Yes,No,No,Yes,District 5,SPA 2 - San Fernando
6484111.45160405,1881891.75584981,258,129343,SUPER DELIVERY SERVICE,,1146 N CENTRAL AVE # 166,,GLENDALE,CA,91202-2506,2021/02/01 00:00:00+00,2023/01/31 00:00:00+00,Corporation,Services,Yes,No,Yes,No,Yes,District 5,SPA 2 - San Fernando
6593145.75322005,1820570.31550081,259,130805,JMDIAZ INC,,"18645 E. GALE AVENUE,  STE 212",,CITY OF INDUSTRY,CA,91748-1363,2021/02/22 00:00:00+00,2023/02/28 00:00:00+00,Corporation,Services,Yes,No,Yes,No,Yes,District 1,SPA 3 - San Gabriel
6426391.24847513,1840578.4175449,260,133167,ARCHAEOPALEO RESOURCE MGMT,,"1531 PONTIUS AVENUE, SUITE 200",,LOS ANGELES,CA,90025,2020/07/07 00:00:00+00,2022/07/07 00:00:00+00,Corporation,Services,No,Yes,Yes,No,Yes,District 3,SPA 5 - West
6481822.74325497,1836418.86943357,261,133264,"C. R. & A CUSTOM APPAREL, INC.",,312 W. PICO BLVD.,,LOS ANGELES,CA,90015,2019/08/27 00:00:00+00,2021/08/27 00:00:00+00,Corporation,Services,Yes,Yes,Yes,No,Yes,District 1,SPA 4 - Metro
6536703.4655143,1777332.83406256,262,196509,EDATA SERVICES,,17100 PIONEER BLVD,STE 220,ARTESIA,CA,90701-2763,2020/07/20 00:00:00+00,2022/07/31 00:00:00+00,Corporation,Services,Yes,No,No,No,Yes,District 4,SPA 7 - East
6455200.19052905,1763599.71553148,263,136260,"CONSTANT AND ASSOCIATES, INC.",,3655 TORRANCE BLVD SUITE 430,,TORRANCE,CA,90503,2021/03/31 00:00:00+00,2023/03/31 00:00:00+00,Corporation,Services,No,Yes,Yes,No,Yes,District 4,SPA 8 - South Bay
6558141.95839839,1801155.77001239,264,136573,PIGNX INC,DBA BIOREPELLENT SCIENTIFIC INDUSTRIES,10250 COLIMA RD,,WHITTIER,CA,90603-2061,2021/04/10 00:00:00+00,2023/03/18 00:00:00+00,Corporation,Wholesale,Yes,No,Yes,No,Yes,District 4,SPA 7 - East
6444648.48919155,1760161.52785406,265,132859,"QUALITY PRODUCTION SERVICES, I",,"800 S. PACIFIC COAST HWY, #8-422",,REDONDO BEACH,CA,90277,2019/12/05 00:00:00+00,2021/12/05 00:00:00+00,Corporation,Contractors / Construction,No,Yes,No,No,Yes,District 2,SPA 8 - South Bay
6415768.43769981,1879652.29740223,266,136556,"SANTIAGO SOLUTIONS GROUP, INC.",,16027 VENTURA BLVD. SUITE 502,,ENCINO,CA,91436-2787,2020/08/04 00:00:00+00,2022/08/04 00:00:00+00,Corporation,Health Care,Yes,No,No,No,Yes,District 3,SPA 2 - San Fernando
6511175.35154438,1751722.62380014,267,135378,"JET DRILLING, INC.",,2656 SAINT LOUIS AVE.,,SIGNAL HILL,CA,90755,2020/05/06 00:00:00+00,2022/05/06 00:00:00+00,Corporation,Contractors / Construction,Yes,No,No,No,Yes,District 4,SPA 7 - East
6428099.65975647,1924603.83053048,268,179797,ALAS MEDIA,,451 S BRAND BLVD,STE 201,SAN FERNANDO,CA,91340-3641,2020/01/07 00:00:00+00,2022/01/07 00:00:00+00,,,Yes,Yes,Yes,No,Yes,District 3,SPA 2 - San Fernando
6567798.90594797,1835503.37913856,269,136624,"SO CAL SANITATION, LLC",,163 6TH AVE,,CITY OF INDUSTRY,CA,91746,2020/03/21 00:00:00+00,2022/03/18 00:00:00+00,Limited Liability Company,Contractors / Construction,Yes,No,No,No,Yes,District 1,SPA 3 - San Gabriel
6510187.66290297,1849989.84130731,270,141168,J. COLAVIN & SON INC,,5323 ALHAMBRA AVE,,LOS ANGELES,CA,90032,2020/10/26 00:00:00+00,2022/09/30 00:00:00+00,Corporation,Contractors / Construction,Yes,Yes,No,No,Yes,District 1,SPA 4 - Metro
6427790.73550555,1823431.59980448,271,140533,RADIOWAVE MARKETING & PROMOTIONS,,3740 MOORE STREET,,LOS ANGELES,CA,90066,2021/01/24 00:00:00+00,2022/12/31 00:00:00+00,Limited Liability Company,Services,No,Yes,Yes,No,Yes,District 3,SPA 5 - West
6600466.62670164,1875782.89536415,272,141385,VOBECKY ENTERPRISES INC,,440 W SIERRA MADRE AVE,,GLENDORA,CA,91741,2019/12/04 00:00:00+00,2021/12/04 00:00:00+00,Corporation,Services,Yes,Yes,Yes,No,Yes,District 5,SPA 3 - San Gabriel
6479539.47879264,1782491.07932347,273,143533,PURPLE REIGN LIFE SKILLS CENTER LLC,,15603 SANDEL AVENUE,,GARDENA,CA,90248,2020/07/23 00:00:00+00,2022/07/31 00:00:00+00,Limited Liability Company,Services,Yes,Yes,No,No,Yes,District 2,SPA 8 - South Bay
6437172.16096839,1900268.6347784,274,145263,SAM SCULLY STAFFING,,7847 BELLAIRE AVENUE,,NORTH HOLLYWOOD,CA,91605,2019/10/07 00:00:00+00,2021/10/07 00:00:00+00,,,Yes,No,Yes,No,Yes,District 3,SPA 2 - San Fernando
6383150.70208238,1982413.30152547,275,145113,HUNSAKER & ASSOCIATES L.A.,,"26074 AVENUE HALL, STE. 22",,VALENCIA,CA,91355-3444,2021/01/20 00:00:00+00,2023/01/31 00:00:00+00,,,No,No,Yes,No,Yes,District 5,SPA 2 - San Fernando
6437172.16096839,1900268.6347784,276,145263,SAM SCULLY STAFFING,,7847 BELLAIRE AVENUE,,NORTH HOLLYWOOD,CA,91605,2021/02/23 00:00:00+00,2023/08/03 00:00:00+00,,,No,No,No,Yes,Yes,District 3,SPA 2 - San Fernando
6393897.49259664,1892294.93058148,277,137963,MEDIA IMAGE PUBLIC RELATIONS,,19333 KITTRIDGE ST,,RESEDA,CA,91335-4926,2019/11/25 00:00:00+00,2021/11/25 00:00:00+00,Sole Proprietorships,Services,Yes,Yes,No,No,Yes,District 3,SPA 2 - San Fernando
6560514.63180263,1874160.41074823,278,147303,PALEO SOLUTIONS INC,,911 S. PRIMROSE AVE. UNIT N,,MONROVIA,CA,91016,2021/07/13 00:00:00+00,2023/07/31 00:00:00+00,Corporation,Services,No,Yes,Yes,No,Yes,District 5,SPA 3 - San Gabriel
6512162.85613105,1781462.90618297,279,147945,CALIFORNIA TESTING & INSPECTIONS,,15957 VERMONT AVE,,PARAMOUNT,CA,90723-5024,2021/07/16 00:00:00+00,2023/06/30 00:00:00+00,Corporation,Services,Yes,Yes,Yes,No,Yes,District 4,SPA 6 - South
6417743.08762188,1833436.77631639,280,194494,"MICHAEL W. FOLONIS ARCHITECTS, A PROFESSIONAL CORPORATION",,1524 CLOVERFIELD BLVD,STE D,SANTA MONICA,CA,90404-3545,2020/03/04 00:00:00+00,2022/06/24 00:00:00+00,Corporation,Services,No,No,No,Yes,Yes,District 3,SPA 5 - West
6420435.41360205,1842099.74094582,281,149053,"BLACKSTONE CONSULTING, INC.",,"11726 SAN VICENTE BLVD., SUITE 550",,LOS ANGELES,CA,90049,2020/10/24 00:00:00+00,2022/10/31 00:00:00+00,Corporation,Services,Yes,No,No,No,Yes,District 3,SPA 5 - West
